1743758780: mosquitto version 2.0.21 starting
1743758780: Config loaded from /mosquitto/config/mosquitto.conf.
1743758780: Opening ipv4 listen socket on port 1883.
1743758780: Opening ipv6 listen socket on port 1883.
1743758780: mosquitto version 2.0.21 running
1743758781: New connection from 172.18.0.3:54035 on port 1883.
1743758781: New client connected from 172.18.0.3:54035 as auto-F6C553BD-6AB4-A512-0D90-661F654AEE12 (p2, c1, k60).
1743758781: No will message specified.
1743758781: Sending CONNACK to auto-F6C553BD-6AB4-A512-0D90-661F654AEE12 (0, 0)
1743759060: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743759060: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (159 bytes))
1743759060: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743759061: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (167 bytes))
1743759061: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743759061: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743759061: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743759061: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743759061: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743759061: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759061: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743759061: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743759061: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759062: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743759062: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (166 bytes))
1743759062: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759062: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743759062: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759062: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759062: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759062: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759062: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743759062: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759063: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759063: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759063: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759063: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743759063: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743759063: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743759063: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743759063: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743759063: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759064: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759064: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743759064: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743759064: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743759064: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743759064: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743759064: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743759064: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759064: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759064: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743759065: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743759065: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759065: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759065: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (166 bytes))
1743759065: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759065: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743759065: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743759065: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759065: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759065: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743759066: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759066: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (166 bytes))
1743759066: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759066: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743759066: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743759066: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (166 bytes))
1743759066: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (167 bytes))
1743759066: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743759066: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759066: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743759067: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759067: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759067: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743759067: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759067: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743759067: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743759067: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743759067: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759067: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743759067: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743759068: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743759068: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743759068: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743759068: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (166 bytes))
1743759068: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759068: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (166 bytes))
1743759068: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (166 bytes))
1743759068: Received PUBLISH from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743759069: Received DISCONNECT from auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8
1743759069: Client auto-CD9DBAFB-0C64-0965-D268-6EA185C584A8 disconnected.
1743759070: mosquitto version 2.0.21 terminating
1743759070: Saving in-memory database to /mosquitto/data//mosquitto.db.
1743759117: mosquitto version 2.0.21 starting
1743759117: Config loaded from /mosquitto/config/mosquitto.conf.
1743759117: Opening ipv4 listen socket on port 1883.
1743759117: Opening ipv6 listen socket on port 1883.
1743759117: mosquitto version 2.0.21 running
1743759117: New connection from 172.18.0.3:39713 on port 1883.
1743759117: New client connected from 172.18.0.3:39713 as auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (p2, c1, k60).
1743759117: No will message specified.
1743759117: Sending CONNACK to auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (0, 0)
1743759117: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743759118: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743759118: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743759118: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743759118: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743759118: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743759118: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743759118: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743759118: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743759118: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743759118: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743759119: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743759119: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743759119: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743759119: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743759119: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (159 bytes))
1743759119: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743759119: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743759119: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743759119: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743759119: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743759120: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (159 bytes))
1743759120: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743759120: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743759120: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743759120: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743759120: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743759120: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743759120: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743759120: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743759121: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743759121: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743759121: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743759121: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743759121: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743759121: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743759121: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743759121: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743759121: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743759121: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743759122: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743759122: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743759122: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743759122: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743759122: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743759122: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743759122: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (159 bytes))
1743759122: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (161 bytes))
1743759122: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (167 bytes))
1743759122: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743759123: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743759123: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743759123: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743759123: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743759123: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759123: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743759123: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743759123: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759123: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743759123: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (166 bytes))
1743759124: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759124: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743759124: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759124: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759124: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759124: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759124: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743759124: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759124: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759124: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759125: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759125: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743759125: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743759125: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743759125: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743759125: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743759125: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759125: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759125: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743759125: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743759126: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (163 bytes))
1743759126: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (162 bytes))
1743759126: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (160 bytes))
1743759126: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743759126: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759126: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759126: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743759126: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (164 bytes))
1743759126: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
1743759126: Received PUBLISH from auto-27EFE1CD-B36B-B441-70CA-42CC586A5F04 (d0, q0, r0, m0, 'agent_data_topic', ... (165 bytes))
